"rules","support","confidence","coverage","lift","count"
"2","{Sixth.Sense,LOTR1,Harry.Potter1,LOTR2} => {Green.Mile}",0.1,1,0.1,5,1
"3","{Sixth.Sense,LOTR1,Harry.Potter1,Green.Mile} => {LOTR2}",0.1,1,0.1,5,1
"4","{Sixth.Sense,LOTR1,LOTR2,Green.Mile} => {Harry.Potter1}",0.1,1,0.1,5,1
"5","{Sixth.Sense,Harry.Potter1,LOTR2,Green.Mile} => {LOTR1}",0.1,1,0.1,5,1
"1","{LOTR1,Harry.Potter1,LOTR2,Green.Mile} => {Sixth.Sense}",0.1,1,0.1,1.66666666666667,1
