"rules","support","confidence","coverage","lift","count"
"1580","{YouthBks,DoItYBks,ArtBks,ItalCook,ItalArt} => {CookBks}",0.013,1,0.013,2.32018561484919,26
"1586","{YouthBks,ArtBks,GeogBks,ItalCook,ItalArt} => {CookBks}",0.0125,1,0.0125,2.32018561484919,25
"1592","{ChildBks,YouthBks,ArtBks,ItalCook,ItalArt} => {CookBks}",0.0145,1,0.0145,2.32018561484919,29
"1604","{DoItYBks,ArtBks,GeogBks,ItalCook,ItalArt} => {CookBks}",0.015,1,0.015,2.32018561484919,30
"1610","{ChildBks,DoItYBks,ArtBks,ItalCook,ItalArt} => {CookBks}",0.0185,1,0.0185,2.32018561484919,37
"1616","{ChildBks,ArtBks,GeogBks,ItalCook,ItalArt} => {CookBks}",0.0185,1,0.0185,2.32018561484919,37
"1622","{ChildBks,DoItYBks,GeogBks,ItalCook,ItalArt} => {CookBks}",0.0105,1,0.0105,2.32018561484919,21
"1646","{ChildBks,YouthBks,RefBks,ArtBks,ItalCook} => {CookBks}",0.0135,1,0.0135,2.32018561484919,27
"1652","{ChildBks,YouthBks,DoItYBks,RefBks,ItalCook} => {CookBks}",0.013,1,0.013,2.32018561484919,26
"1658","{ChildBks,YouthBks,RefBks,GeogBks,ItalCook} => {CookBks}",0.017,1,0.017,2.32018561484919,34
"1664","{ChildBks,DoItYBks,RefBks,ArtBks,ItalCook} => {CookBks}",0.012,1,0.012,2.32018561484919,24
"1670","{ChildBks,RefBks,ArtBks,GeogBks,ItalCook} => {CookBks}",0.0145,1,0.0145,2.32018561484919,29
"1676","{ChildBks,DoItYBks,RefBks,GeogBks,ItalCook} => {CookBks}",0.013,1,0.013,2.32018561484919,26
"1682","{YouthBks,DoItYBks,ArtBks,GeogBks,ItalCook} => {CookBks}",0.012,1,0.012,2.32018561484919,24
"1688","{ChildBks,YouthBks,DoItYBks,ArtBks,ItalCook} => {CookBks}",0.0155,1,0.0155,2.32018561484919,31
"1694","{ChildBks,YouthBks,ArtBks,GeogBks,ItalCook} => {CookBks}",0.017,1,0.017,2.32018561484919,34
"1700","{ChildBks,YouthBks,DoItYBks,GeogBks,ItalCook} => {CookBks}",0.0145,1,0.0145,2.32018561484919,29
"1706","{ChildBks,DoItYBks,ArtBks,GeogBks,ItalCook} => {CookBks}",0.0165,1,0.0165,2.32018561484919,33
"1754","{ChildBks,RefBks,ArtBks,ItalCook,ItalAtlas,ItalArt} => {CookBks}",0.011,1,0.011,2.32018561484919,22
"1761","{ChildBks,RefBks,ArtBks,GeogBks,ItalCook,ItalArt} => {CookBks}",0.01,1,0.01,2.32018561484919,20
"1768","{ChildBks,DoItYBks,ArtBks,GeogBks,ItalCook,ItalArt} => {CookBks}",0.0105,1,0.0105,2.32018561484919,21
"687","{CookBks,DoItYBks,RefBks} => {YouthBks}",0.0485,0.57396449704142,0.0845,2.31904847289463,97
"229","{ArtBks,ItalCook,ItalArt} => {GeogBks}",0.024,0.64,0.0375,2.31884057971015,48
"258","{CookBks,ItalCook,ItalArt} => {GeogBks}",0.024,0.64,0.0375,2.31884057971015,48
"1042","{CookBks,ArtBks,ItalCook,ItalArt} => {GeogBks}",0.024,0.64,0.0375,2.31884057971015,48
"796","{ChildBks,CookBks,GeogBks} => {ArtBks}",0.0835,0.558528428093645,0.1495,2.31754534478691,167
"1490","{ChildBks,CookBks,DoItYBks,GeogBks} => {YouthBks}",0.051,0.573033707865168,0.089,2.31528770854614,102
"129","{RefBks,ArtBks,ItalAtlas} => {GeogBks}",0.0115,0.638888888888889,0.018,2.31481481481481,23
"354","{ChildBks,ArtBks,ItalArt} => {GeogBks}",0.023,0.638888888888889,0.036,2.31481481481481,46
"1212","{ChildBks,DoItYBks,ArtBks,Florence} => {GeogBks}",0.0115,0.638888888888889,0.018,2.31481481481481,23
"305","{YouthBks,ArtBks,ItalArt} => {DoItYBks}",0.015,0.652173913043478,0.023,2.31267345050879,30
"611","{ChildBks,GeogBks,ItalCook} => {YouthBks}",0.03,0.571428571428571,0.0525,2.30880230880231,60
"1364","{ChildBks,CookBks,GeogBks,ItalCook} => {YouthBks}",0.03,0.571428571428571,0.0525,2.30880230880231,60
"1424","{ChildBks,DoItYBks,RefBks,GeogBks} => {YouthBks}",0.03,0.571428571428571,0.0525,2.30880230880231,60
"638","{CookBks,ArtBks,ItalCook} => {GeogBks}",0.036,0.63716814159292,0.0565,2.30858022316276,72
"696","{YouthBks,CookBks,GeogBks} => {RefBks}",0.048,0.494845360824742,0.097,2.30697137913633,96
"171","{ChildBks,CookBks,ItalAtlas} => {ArtBks}",0.0125,0.555555555555556,0.0225,2.30520977408944,25
"755","{ChildBks,YouthBks,GeogBks} => {ArtBks}",0.055,0.555555555555556,0.099,2.30520977408944,110
"943","{ChildBks,CookBks,RefBks,ItalAtlas} => {ArtBks}",0.0125,0.555555555555556,0.0225,2.30520977408944,25
"1449","{CookBks,DoItYBks,RefBks,GeogBks} => {ArtBks}",0.0275,0.555555555555556,0.0495,2.30520977408944,55
"538","{CookBks,RefBks,ItalCook} => {YouthBks}",0.0265,0.56989247311828,0.0465,2.30259585098295,53
"246","{ChildBks,ItalCook,ItalArt} => {DoItYBks}",0.0185,0.649122807017544,0.0285,2.30185392559413,37
"1027","{ChildBks,ArtBks,ItalCook,ItalArt} => {DoItYBks}",0.0185,0.649122807017544,0.0285,2.30185392559413,37
"1063","{ChildBks,CookBks,ItalCook,ItalArt} => {DoItYBks}",0.0185,0.649122807017544,0.0285,2.30185392559413,37
"1612","{ChildBks,CookBks,ArtBks,ItalCook,ItalArt} => {DoItYBks}",0.0185,0.649122807017544,0.0285,2.30185392559413,37
"1407","{ChildBks,YouthBks,RefBks,ArtBks} => {GeogBks}",0.027,0.635294117647059,0.0425,2.30179028132992,54
"590","{ChildBks,YouthBks,ItalCook} => {ArtBks}",0.0255,0.554347826086957,0.046,2.3001984484936,51
"1343","{ChildBks,YouthBks,CookBks,ItalCook} => {ArtBks}",0.0255,0.554347826086957,0.046,2.3001984484936,51
"1475","{CookBks,DoItYBks,ArtBks,GeogBks} => {YouthBks}",0.037,0.569230769230769,0.065,2.2999222999223,74
"791","{ChildBks,CookBks,ArtBks} => {DoItYBks}",0.082,0.648221343873518,0.1265,2.29865724777843,164
"1275","{ChildBks,DoItYBks,RefBks,ArtBks} => {ItalCook}",0.012,0.260869565217391,0.046,2.29841026623252,24
"750","{YouthBks,CookBks,ArtBks} => {DoItYBks}",0.0525,0.648148148148148,0.081,2.29839768846861,105
"1393","{YouthBks,DoItYBks,RefBks,GeogBks} => {ArtBks}",0.018,0.553846153846154,0.0325,2.2981168209384,36
"531","{YouthBks,GeogBks,ItalCook} => {RefBks}",0.017,0.492753623188406,0.0345,2.29721968852404,34
"1264","{YouthBks,CookBks,GeogBks,ItalCook} => {RefBks}",0.017,0.492753623188406,0.0345,2.29721968852404,34
"379","{ChildBks,CookBks,ItalArt} => {GeogBks}",0.019,0.633333333333333,0.03,2.29468599033816,38
"1148","{ChildBks,CookBks,ArtBks,ItalArt} => {GeogBks}",0.019,0.633333333333333,0.03,2.29468599033816,38
"1433","{ChildBks,YouthBks,CookBks,RefBks} => {DoItYBks}",0.044,0.647058823529412,0.068,2.29453483521068,88
"1720","{YouthBks,CookBks,RefBks,ArtBks,GeogBks} => {DoItYBks}",0.0165,0.647058823529412,0.0255,2.29453483521068,33
"1728","{ChildBks,CookBks,DoItYBks,RefBks,ArtBks} => {YouthBks}",0.021,0.567567567567568,0.037,2.29320229320229,42
"751","{YouthBks,CookBks,DoItYBks} => {ArtBks}",0.0525,0.552631578947368,0.095,2.29307709106792,105
"481","{DoItYBks,ArtBks,Florence} => {GeogBks}",0.0155,0.63265306122449,0.0245,2.29222123632062,31
"292","{ChildBks,DoItYBks,RefBks} => {ItalArt}",0.01,0.111111111111111,0.09,2.29095074455899,20
"332","{ChildBks,YouthBks,GeogBks} => {ItalArt}",0.011,0.111111111111111,0.099,2.29095074455899,22
"630","{CookBks,ArtBks,ItalCook} => {DoItYBks}",0.0365,0.646017699115044,0.0565,2.29084290466328,73
"1334","{ChildBks,ArtBks,GeogBks,ItalCook} => {YouthBks}",0.017,0.566666666666667,0.03,2.28956228956229,34
"1698","{ChildBks,CookBks,ArtBks,GeogBks,ItalCook} => {YouthBks}",0.017,0.566666666666667,0.03,2.28956228956229,34
"1410","{ChildBks,YouthBks,ArtBks,GeogBks} => {RefBks}",0.027,0.490909090909091,0.055,2.28862047043865,54
"770","{YouthBks,CookBks,DoItYBks} => {GeogBks}",0.06,0.631578947368421,0.095,2.2883295194508,120
"1237","{ChildBks,YouthBks,RefBks,ItalCook} => {ArtBks}",0.0135,0.551020408163265,0.0245,2.28639173511728,27
"1648","{ChildBks,YouthBks,CookBks,RefBks,ItalCook} => {ArtBks}",0.0135,0.551020408163265,0.0245,2.28639173511728,27
"1778","{ChildBks,YouthBks,CookBks,RefBks,ArtBks,GeogBks} => {DoItYBks}",0.0145,0.644444444444444,0.0225,2.28526398739165,29
"309","{YouthBks,ArtBks,ItalArt} => {GeogBks}",0.0145,0.630434782608696,0.023,2.28418399495904,29
"563","{ChildBks,DoItYBks,ItalCook} => {RefBks}",0.0225,0.489130434782609,0.046,2.28032836728489,45
"1309","{ChildBks,CookBks,DoItYBks,ItalCook} => {RefBks}",0.0225,0.489130434782609,0.046,2.28032836728489,45
"675","{CookBks,RefBks,ArtBks} => {YouthBks}",0.0395,0.564285714285714,0.07,2.27994227994228,79
"1236","{YouthBks,RefBks,ArtBks,ItalCook} => {ChildBks}",0.0135,0.964285714285714,0.014,2.27963525835866,27
"1647","{YouthBks,CookBks,RefBks,ArtBks,ItalCook} => {ChildBks}",0.0135,0.964285714285714,0.014,2.27963525835866,27
"324","{ChildBks,YouthBks,DoItYBks} => {ItalArt}",0.0105,0.110526315789474,0.095,2.27889310906131,21
"330","{ChildBks,YouthBks,ItalArt} => {GeogBks}",0.011,0.628571428571429,0.0175,2.27743271221532,22
"1112","{ChildBks,YouthBks,ArtBks,ItalArt} => {GeogBks}",0.011,0.628571428571429,0.0175,2.27743271221532,22
"1296","{DoItYBks,RefBks,GeogBks,ItalCook} => {ChildBks}",0.013,0.962962962962963,0.0135,2.27650818667367,26
"1677","{CookBks,DoItYBks,RefBks,GeogBks,ItalCook} => {ChildBks}",0.013,0.962962962962963,0.0135,2.27650818667367,26
"648","{ChildBks,DoItYBks,GeogBks} => {ItalCook}",0.027,0.258373205741627,0.1045,2.27641590961786,54
"579","{ChildBks,CookBks,ItalCook} => {RefBks}",0.0415,0.488235294117647,0.085,2.27615521733169,83
"1470","{ChildBks,DoItYBks,ArtBks,GeogBks} => {YouthBks}",0.0335,0.563025210084034,0.0595,2.27484933367286,67
"676","{YouthBks,CookBks,ArtBks} => {RefBks}",0.0395,0.487654320987654,0.081,2.27344671789116,79
"1394","{DoItYBks,RefBks,ArtBks,GeogBks} => {YouthBks}",0.018,0.5625,0.032,2.27272727272727,36
"604","{ChildBks,YouthBks,DoItYBks} => {ItalCook}",0.0245,0.257894736842105,0.095,2.27220032460005,49
"1494","{ChildBks,CookBks,ArtBks,GeogBks} => {DoItYBks}",0.0535,0.640718562874252,0.0835,2.27205164139806,107
"703","{DoItYBks,RefBks,GeogBks} => {ArtBks}",0.032,0.547008547008547,0.0585,2.26974500833422,64
"776","{ChildBks,CookBks,DoItYBks} => {YouthBks}",0.082,0.561643835616438,0.146,2.26926802269268,164
"782","{ChildBks,DoItYBks,ArtBks} => {GeogBks}",0.0595,0.626315789473684,0.095,2.26926010678871,119
"581","{YouthBks,ArtBks,ItalCook} => {DoItYBks}",0.0195,0.639344262295082,0.0305,2.26717823508894,39
"1327","{YouthBks,CookBks,ArtBks,ItalCook} => {DoItYBks}",0.0195,0.639344262295082,0.0305,2.26717823508894,39
"663","{DoItYBks,RefBks,ArtBks} => {YouthBks}",0.03,0.560747663551402,0.0535,2.26564712546021,60
"1439","{ChildBks,CookBks,RefBks,GeogBks} => {YouthBks}",0.044,0.560509554140127,0.0785,2.26468506723284,88
"591","{ChildBks,ArtBks,ItalCook} => {YouthBks}",0.0255,0.56043956043956,0.0455,2.26440226440226,51
"1344","{ChildBks,CookBks,ArtBks,ItalCook} => {YouthBks}",0.0255,0.56043956043956,0.0455,2.26440226440226,51
"682","{ChildBks,YouthBks,RefBks} => {DoItYBks}",0.053,0.63855421686747,0.083,2.2643766555584,106
"526","{DoItYBks,RefBks,ItalCook} => {YouthBks}",0.014,0.56,0.025,2.26262626262626,28
"1253","{CookBks,DoItYBks,RefBks,ItalCook} => {YouthBks}",0.014,0.56,0.025,2.26262626262626,28
"716","{ChildBks,ArtBks,GeogBks} => {RefBks}",0.0495,0.485294117647059,0.102,2.26244343891403,99
"1460","{ChildBks,CookBks,ArtBks,GeogBks} => {RefBks}",0.0405,0.48502994011976,0.0835,2.26121184205017,81
"1350","{ChildBks,YouthBks,DoItYBks,GeogBks} => {ItalCook}",0.0145,0.256637168141593,0.0565,2.261120424155,29
"574","{CookBks,RefBks,ItalCook} => {GeogBks}",0.029,0.623655913978495,0.0465,2.25962287673368,58
"671","{ChildBks,RefBks,ArtBks} => {YouthBks}",0.0425,0.559210526315789,0.076,2.25943646996279,85
"708","{ChildBks,DoItYBks,ArtBks} => {RefBks}",0.046,0.484210526315789,0.095,2.25739173107594,92
"134","{ChildBks,RefBks,ItalAtlas} => {ArtBks}",0.0155,0.543859649122807,0.0285,2.25667904200335,31
"439","{CookBks,GeogBks,Florence} => {RefBks}",0.015,0.483870967741935,0.031,2.25580870742161,30
"1735","{ChildBks,YouthBks,CookBks,ArtBks,GeogBks} => {RefBks}",0.0225,0.483870967741935,0.0465,2.25580870742161,45
"665","{YouthBks,RefBks,ArtBks} => {GeogBks}",0.0305,0.622448979591837,0.049,2.25524992605738,61
"1319","{DoItYBks,ArtBks,GeogBks,ItalCook} => {YouthBks}",0.012,0.558139534883721,0.0215,2.25510923185342,24
"1686","{CookBks,DoItYBks,ArtBks,GeogBks,ItalCook} => {YouthBks}",0.012,0.558139534883721,0.0215,2.25510923185342,24
"551","{ChildBks,ArtBks,ItalCook} => {RefBks}",0.022,0.483516483516484,0.0455,2.25415610030995,44
"1294","{ChildBks,CookBks,ArtBks,ItalCook} => {RefBks}",0.022,0.483516483516484,0.0455,2.25415610030995,44
"775","{ChildBks,YouthBks,CookBks} => {DoItYBks}",0.082,0.635658914728682,0.129,2.25410962669745,164
"1488","{ChildBks,YouthBks,CookBks,DoItYBks} => {GeogBks}",0.051,0.621951219512195,0.082,2.25344644750795,102
"415","{ArtBks,GeogBks,Florence} => {RefBks}",0.0145,0.483333333333333,0.03,2.25330225330225,29
"1284","{ChildBks,ArtBks,GeogBks,ItalCook} => {RefBks}",0.0145,0.483333333333333,0.03,2.25330225330225,29
"1430","{YouthBks,CookBks,DoItYBks,GeogBks} => {RefBks}",0.029,0.483333333333333,0.06,2.25330225330225,58
"1674","{ChildBks,CookBks,ArtBks,GeogBks,ItalCook} => {RefBks}",0.0145,0.483333333333333,0.03,2.25330225330225,29
"1419","{ChildBks,CookBks,RefBks,ArtBks} => {YouthBks}",0.034,0.557377049180328,0.061,2.25202848153668,68
"1479","{ChildBks,YouthBks,CookBks,DoItYBks} => {ArtBks}",0.0445,0.542682926829268,0.082,2.25179637688493,89
"1485","{ChildBks,CookBks,ArtBks,GeogBks} => {YouthBks}",0.0465,0.55688622754491,0.0835,2.25004536381782,93
"690","{ChildBks,YouthBks,RefBks} => {GeogBks}",0.0515,0.620481927710843,0.083,2.24812292648856,103
"724","{ChildBks,CookBks,ArtBks} => {RefBks}",0.061,0.482213438735178,0.1265,2.2480812994647,122
"746","{ChildBks,YouthBks,ArtBks} => {DoItYBks}",0.051,0.633540372670807,0.0805,2.24659706620854,102
"270","{ChildBks,RefBks,ItalArt} => {YouthBks}",0.01,0.555555555555556,0.018,2.24466891133558,20
"587","{ArtBks,GeogBks,ItalCook} => {YouthBks}",0.02,0.555555555555556,0.036,2.24466891133558,40
"679","{DoItYBks,RefBks,GeogBks} => {YouthBks}",0.0325,0.555555555555556,0.0585,2.24466891133558,65
"1073","{ChildBks,RefBks,ArtBks,ItalArt} => {YouthBks}",0.01,0.555555555555556,0.018,2.24466891133558,20
"1299","{ChildBks,DoItYBks,GeogBks,ItalCook} => {RefBks}",0.013,0.481481481481481,0.027,2.24466891133558,26
"1339","{CookBks,ArtBks,GeogBks,ItalCook} => {YouthBks}",0.02,0.555555555555556,0.036,2.24466891133558,40
"1680","{ChildBks,CookBks,DoItYBks,GeogBks,ItalCook} => {RefBks}",0.013,0.481481481481481,0.027,2.24466891133558,26
"1734","{ChildBks,CookBks,RefBks,ArtBks,GeogBks} => {YouthBks}",0.0225,0.555555555555556,0.0405,2.24466891133558,45
"694","{YouthBks,CookBks,RefBks} => {GeogBks}",0.048,0.619354838709677,0.0775,2.24403927068724,96
"780","{ChildBks,CookBks,GeogBks} => {YouthBks}",0.083,0.555183946488294,0.1495,2.24316746055876,166
"699","{ChildBks,CookBks,RefBks} => {YouthBks}",0.068,0.555102040816327,0.1225,2.24283652855081,136
"1414","{CookBks,RefBks,ArtBks,GeogBks} => {YouthBks}",0.0255,0.554347826086957,0.046,2.23978919631094,51
"659","{ChildBks,CookBks,ItalCook} => {GeogBks}",0.0525,0.617647058823529,0.085,2.23785166240409,105
"510","{CookBks,DoItYBks,Florence} => {GeogBks}",0.0145,0.617021276595745,0.0235,2.23558433549183,29
"772","{CookBks,DoItYBks,GeogBks} => {YouthBks}",0.06,0.552995391705069,0.1085,2.23432481496998,120
"1175","{ChildBks,RefBks,ArtBks,GeogBks} => {Florence}",0.012,0.242424242424242,0.0495,2.23432481496998,24
"1316","{YouthBks,DoItYBks,ArtBks,ItalCook} => {GeogBks}",0.012,0.615384615384615,0.0195,2.22965440356745,24
"1683","{YouthBks,CookBks,DoItYBks,ArtBks,ItalCook} => {GeogBks}",0.012,0.615384615384615,0.0195,2.22965440356745,24
"267","{YouthBks,ArtBks,ItalArt} => {RefBks}",0.011,0.478260869565217,0.023,2.22965440356745,22
"1283","{ChildBks,RefBks,GeogBks,ItalCook} => {ArtBks}",0.0145,0.537037037037037,0.027,2.22836944828646,29
"1673","{ChildBks,CookBks,RefBks,GeogBks,ItalCook} => {ArtBks}",0.0145,0.537037037037037,0.027,2.22836944828646,29
"1779","{ChildBks,YouthBks,CookBks,DoItYBks,RefBks,GeogBks} => {ArtBks}",0.0145,0.537037037037037,0.027,2.22836944828646,29
"680","{YouthBks,DoItYBks,GeogBks} => {RefBks}",0.0325,0.477941176470588,0.068,2.22816399286988,65
"747","{ChildBks,YouthBks,DoItYBks} => {ArtBks}",0.051,0.536842105263158,0.095,2.22756060275169,102
"787","{CookBks,ArtBks,GeogBks} => {DoItYBks}",0.065,0.628019323671498,0.1035,2.22701887826772,130
"419","{ChildBks,ArtBks,Florence} => {RefBks}",0.016,0.477611940298507,0.0335,2.22662909230073,32
"1717","{ChildBks,YouthBks,DoItYBks,ArtBks,GeogBks} => {RefBks}",0.016,0.477611940298507,0.0335,2.22662909230073,32
"599","{DoItYBks,GeogBks,ItalCook} => {YouthBks}",0.019,0.550724637681159,0.0345,2.22515005123701,38
"1354","{CookBks,DoItYBks,GeogBks,ItalCook} => {YouthBks}",0.019,0.550724637681159,0.0345,2.22515005123701,38
"150","{ChildBks,RefBks,ItalAtlas} => {GeogBks}",0.0175,0.614035087719298,0.0285,2.22476481057717,35
"1738","{ChildBks,YouthBks,CookBks,DoItYBks,RefBks} => {GeogBks}",0.027,0.613636363636364,0.044,2.22332015810277,54
"78","{ChildBks,ItalCook,ItalAtlas} => {YouthBks}",0.011,0.55,0.02,2.22222222222222,22
"266","{RefBks,ArtBks,ItalArt} => {YouthBks}",0.011,0.55,0.02,2.22222222222222,22
"867","{ChildBks,RefBks,ItalCook,ItalAtlas} => {YouthBks}",0.011,0.55,0.02,2.22222222222222,22
"913","{ChildBks,CookBks,ItalCook,ItalAtlas} => {YouthBks}",0.011,0.55,0.02,2.22222222222222,22
"1534","{ChildBks,CookBks,RefBks,ItalCook,ItalAtlas} => {YouthBks}",0.011,0.55,0.02,2.22222222222222,22
"626","{ChildBks,ArtBks,ItalCook} => {DoItYBks}",0.0285,0.626373626373626,0.0455,2.2211830722469,57
"1378","{ChildBks,CookBks,ArtBks,ItalCook} => {DoItYBks}",0.0285,0.626373626373626,0.0455,2.2211830722469,57
"643","{ChildBks,CookBks,ItalCook} => {ArtBks}",0.0455,0.535294117647059,0.085,2.22113741762265,91
"597","{YouthBks,DoItYBks,ItalCook} => {GeogBks}",0.019,0.612903225806452,0.031,2.22066386161758,38
"1352","{YouthBks,CookBks,DoItYBks,ItalCook} => {GeogBks}",0.019,0.612903225806452,0.031,2.22066386161758,38
"666","{YouthBks,RefBks,GeogBks} => {ArtBks}",0.0305,0.535087719298246,0.057,2.22028099293878,61
"686","{YouthBks,CookBks,RefBks} => {DoItYBks}",0.0485,0.625806451612903,0.0775,2.21917181423015,97
"546","{RefBks,GeogBks,ItalCook} => {ArtBks}",0.0155,0.53448275862069,0.029,2.21777078265846,31
"1288","{CookBks,RefBks,GeogBks,ItalCook} => {ArtBks}",0.0155,0.53448275862069,0.029,2.21777078265846,31
"242","{GeogBks,ItalCook,ItalArt} => {DoItYBks}",0.015,0.625,0.024,2.21631205673759,30
"1022","{ArtBks,GeogBks,ItalCook,ItalArt} => {DoItYBks}",0.015,0.625,0.024,2.21631205673759,30
"1058","{CookBks,GeogBks,ItalCook,ItalArt} => {DoItYBks}",0.015,0.625,0.024,2.21631205673759,30
"1606","{CookBks,ArtBks,GeogBks,ItalCook,ItalArt} => {DoItYBks}",0.015,0.625,0.024,2.21631205673759,30
"691","{ChildBks,RefBks,GeogBks} => {YouthBks}",0.0515,0.547872340425532,0.094,2.21362561788094,103
"549","{RefBks,ArtBks,ItalCook} => {ChildBks}",0.022,0.936170212765957,0.0235,2.21316835169257,44
"1292","{CookBks,RefBks,ArtBks,ItalCook} => {ChildBks}",0.022,0.936170212765957,0.0235,2.21316835169257,44
"1273","{ChildBks,DoItYBks,RefBks,ItalCook} => {ArtBks}",0.012,0.533333333333333,0.0225,2.21300138312586,24
"1667","{ChildBks,CookBks,DoItYBks,RefBks,ItalCook} => {ArtBks}",0.012,0.533333333333333,0.0225,2.21300138312586,24
"1715","{ChildBks,YouthBks,DoItYBks,RefBks,GeogBks} => {ArtBks}",0.016,0.533333333333333,0.03,2.21300138312586,32
"1746","{ChildBks,CookBks,DoItYBks,RefBks,GeogBks} => {ArtBks}",0.024,0.533333333333333,0.045,2.21300138312586,48
"1281","{RefBks,ArtBks,GeogBks,ItalCook} => {ChildBks}",0.0145,0.935483870967742,0.0155,2.21154579424998,29
"1671","{CookBks,RefBks,ArtBks,GeogBks,ItalCook} => {ChildBks}",0.0145,0.935483870967742,0.0155,2.21154579424998,29
"1397","{ChildBks,YouthBks,RefBks,ArtBks} => {DoItYBks}",0.0265,0.623529411764706,0.0425,2.21109720483938,53
"358","{CookBks,ArtBks,ItalArt} => {GeogBks}",0.025,0.609756097560976,0.041,2.20926122304701,50
"799","{ChildBks,CookBks,DoItYBks} => {GeogBks}",0.089,0.60958904109589,0.146,2.2086559459996,178
"1413","{YouthBks,CookBks,RefBks,GeogBks} => {ArtBks}",0.0255,0.53125,0.048,2.20435684647303,51
"1409","{ChildBks,RefBks,ArtBks,GeogBks} => {YouthBks}",0.027,0.545454545454545,0.0495,2.20385674931129,54
"564","{ChildBks,DoItYBks,RefBks} => {ItalCook}",0.0225,0.25,0.09,2.20264317180617,45
"569","{RefBks,GeogBks,ItalCook} => {ChildBks}",0.027,0.931034482758621,0.029,2.20102714600147,54
"1312","{CookBks,RefBks,GeogBks,ItalCook} => {ChildBks}",0.027,0.931034482758621,0.029,2.20102714600147,54
"1737","{YouthBks,CookBks,DoItYBks,RefBks,GeogBks} => {ChildBks}",0.027,0.931034482758621,0.029,2.20102714600147,54
"1729","{ChildBks,YouthBks,CookBks,DoItYBks,ArtBks} => {RefBks}",0.021,0.471910112359551,0.0445,2.20004714386737,42
"550","{ChildBks,RefBks,ItalCook} => {ArtBks}",0.022,0.530120481927711,0.0415,2.19967004949258,44
"1293","{ChildBks,CookBks,RefBks,ItalCook} => {ArtBks}",0.022,0.530120481927711,0.0415,2.19967004949258,44
"1402","{YouthBks,CookBks,RefBks,ArtBks} => {DoItYBks}",0.0245,0.620253164556962,0.0395,2.19947930693958,49
"371","{CookBks,GeogBks,ItalArt} => {DoItYBks}",0.0155,0.62,0.025,2.19858156028369,31
"1138","{CookBks,ArtBks,GeogBks,ItalArt} => {DoItYBks}",0.0155,0.62,0.025,2.19858156028369,31
"1324","{ChildBks,DoItYBks,ArtBks,ItalCook} => {YouthBks}",0.0155,0.543859649122807,0.0285,2.19741272372851,31
"1692","{ChildBks,CookBks,DoItYBks,ArtBks,ItalCook} => {YouthBks}",0.0155,0.543859649122807,0.0285,2.19741272372851,31
"1246","{YouthBks,DoItYBks,RefBks,ItalCook} => {ChildBks}",0.013,0.928571428571429,0.014,2.1952043228639,26
"1653","{YouthBks,CookBks,DoItYBks,RefBks,ItalCook} => {ChildBks}",0.013,0.928571428571429,0.014,2.1952043228639,26
"771","{YouthBks,CookBks,GeogBks} => {DoItYBks}",0.06,0.618556701030928,0.097,2.19346347883308,120
"1480","{ChildBks,CookBks,DoItYBks,ArtBks} => {YouthBks}",0.0445,0.542682926829268,0.082,2.19265829021927,89
"521","{YouthBks,RefBks,ItalCook} => {ArtBks}",0.014,0.528301886792453,0.0265,2.19212401158694,28
"1242","{YouthBks,CookBks,RefBks,ItalCook} => {ArtBks}",0.014,0.528301886792453,0.0265,2.19212401158694,28
"462","{ChildBks,YouthBks,Florence} => {DoItYBks}",0.0105,0.617647058823529,0.017,2.19023779724656,21
"1726","{ChildBks,YouthBks,CookBks,RefBks,ArtBks} => {DoItYBks}",0.021,0.617647058823529,0.034,2.19023779724656,42
"1463","{ChildBks,CookBks,DoItYBks,RefBks} => {GeogBks}",0.045,0.604026845637584,0.0745,2.18850306390429,90
"411","{DoItYBks,ArtBks,Florence} => {RefBks}",0.0115,0.469387755102041,0.0245,2.18828790257362,23
"1713","{ChildBks,YouthBks,DoItYBks,RefBks,ArtBks} => {GeogBks}",0.016,0.60377358490566,0.0265,2.18758545255674,32
"668","{YouthBks,ArtBks,GeogBks} => {RefBks}",0.0305,0.469230769230769,0.065,2.18755603370988,61
"619","{ChildBks,CookBks,ItalCook} => {YouthBks}",0.046,0.541176470588235,0.085,2.1865715983363,92
"744","{DoItYBks,ArtBks,GeogBks} => {YouthBks}",0.0395,0.541095890410959,0.073,2.18624602186246,79
"760","{CookBks,ArtBks,GeogBks} => {YouthBks}",0.056,0.541062801932367,0.1035,2.18611233103987,112
"533","{YouthBks,RefBks,ItalCook} => {ChildBks}",0.0245,0.924528301886792,0.0265,2.18564610375128,49
"1267","{YouthBks,CookBks,RefBks,ItalCook} => {ChildBks}",0.0245,0.924528301886792,0.0265,2.18564610375128,49
"715","{ChildBks,RefBks,GeogBks} => {ArtBks}",0.0495,0.526595744680851,0.094,2.18504458373797,99
"768","{ChildBks,DoItYBks,GeogBks} => {YouthBks}",0.0565,0.54066985645933,0.1045,2.18452467256295,113
"126","{DoItYBks,RefBks,ItalAtlas} => {ArtBks}",0.01,0.526315789473684,0.019,2.18388294387421,20
"431","{CookBks,DoItYBks,Florence} => {RefBks}",0.011,0.468085106382979,0.0235,2.18221494817239,22
"1271","{DoItYBks,RefBks,ArtBks,ItalCook} => {ChildBks}",0.012,0.923076923076923,0.013,2.18221494817239,24
"1421","{YouthBks,DoItYBks,RefBks,GeogBks} => {ChildBks}",0.03,0.923076923076923,0.0325,2.18221494817239,60
