"rules","support","confidence","coverage","lift","count"
"454","{ChildBks,YouthBks,Florence} => {ArtBks}",0.014,0.823529411764706,0.017,3.41713448865023,28
"1663","{ChildBks,YouthBks,CookBks,RefBks,GeogBks} => {ItalCook}",0.017,0.386363636363636,0.044,3.40408490188226,34
"446","{YouthBks,DoItYBks,Florence} => {ArtBks}",0.011,0.814814814814815,0.0135,3.38097433533118,22
"391","{CookBks,ArtBks,Florence} => {ItalCook}",0.012,0.380952380952381,0.0315,3.35640864275225,24
"1345","{ChildBks,YouthBks,CookBks,ArtBks} => {ItalCook}",0.0255,0.380597014925373,0.067,3.35327766454073,51
"487","{ChildBks,DoItYBks,Florence} => {ArtBks}",0.018,0.8,0.0225,3.3195020746888,36
"1203","{ChildBks,YouthBks,CookBks,Florence} => {ArtBks}",0.012,0.8,0.015,3.3195020746888,24
"1224","{ChildBks,CookBks,DoItYBks,Florence} => {ArtBks}",0.014,0.8,0.0175,3.3195020746888,28
"596","{YouthBks,CookBks,ArtBks} => {ItalCook}",0.0305,0.376543209876543,0.081,3.31756132049818,61
"483","{DoItYBks,GeogBks,Florence} => {ArtBks}",0.0155,0.794871794871795,0.0195,3.29822321523566,31
"410","{DoItYBks,RefBks,Florence} => {ArtBks}",0.0115,0.793103448275862,0.0145,3.2908856774932,23
"1198","{YouthBks,CookBks,GeogBks,Florence} => {ArtBks}",0.0115,0.793103448275862,0.0145,3.2908856774932,23
"1330","{YouthBks,CookBks,DoItYBks,ArtBks} => {ItalCook}",0.0195,0.371428571428571,0.0525,3.27249842668345,39
"450","{YouthBks,GeogBks,Florence} => {ArtBks}",0.013,0.787878787878788,0.0165,3.26920658870866,26
"491","{CookBks,DoItYBks,Florence} => {ArtBks}",0.0185,0.787234042553192,0.0235,3.26653129690121,37
"1699","{ChildBks,YouthBks,CookBks,ArtBks,GeogBks} => {ItalCook}",0.017,0.365591397849462,0.0465,3.22106958457676,34
"382","{GeogBks,ItalCook,Florence} => {ArtBks}",0.01,0.769230769230769,0.013,3.19182891797,20
"1158","{CookBks,GeogBks,ItalCook,Florence} => {ArtBks}",0.01,0.769230769230769,0.013,3.19182891797,20
"1193","{ChildBks,YouthBks,GeogBks,Florence} => {ArtBks}",0.01,0.769230769230769,0.013,3.19182891797,20
"1365","{ChildBks,YouthBks,CookBks,GeogBks} => {ItalCook}",0.03,0.36144578313253,0.083,3.18454434478,60
"1214","{ChildBks,DoItYBks,GeogBks,Florence} => {ArtBks}",0.0115,0.766666666666667,0.015,3.18118948824343,23
"1295","{ChildBks,CookBks,RefBks,ArtBks} => {ItalCook}",0.022,0.360655737704918,0.061,3.17758359211382,44
"1270","{ChildBks,YouthBks,CookBks,RefBks} => {ItalCook}",0.0245,0.360294117647059,0.068,3.17439751230889,49
"644","{ChildBks,CookBks,ArtBks} => {ItalCook}",0.0455,0.359683794466403,0.1265,3.16902021556302,91
"632","{CookBks,DoItYBks,ArtBks} => {ItalCook}",0.0365,0.359605911330049,0.1015,3.16833402052907,73
"1385","{ChildBks,CookBks,ArtBks,GeogBks} => {ItalCook}",0.03,0.359281437125749,0.0835,3.16547521696695,60
"1675","{ChildBks,CookBks,RefBks,ArtBks,GeogBks} => {ItalCook}",0.0145,0.358024691358025,0.0405,3.15440256703105,29
"1340","{YouthBks,CookBks,ArtBks,GeogBks} => {ItalCook}",0.02,0.357142857142857,0.056,3.14663310258024,40
"620","{ChildBks,YouthBks,CookBks} => {ItalCook}",0.046,0.356589147286822,0.129,3.14175460164601,92
"616","{YouthBks,CookBks,GeogBks} => {ItalCook}",0.0345,0.355670103092784,0.097,3.13365729597166,69
"495","{ChildBks,GeogBks,Florence} => {ArtBks}",0.023,0.754098360655738,0.0305,3.12903884089518,46
"1245","{YouthBks,CookBks,RefBks,ArtBks} => {ItalCook}",0.014,0.354430379746835,0.0395,3.12273462332014,28
"1265","{YouthBks,CookBks,RefBks,GeogBks} => {ItalCook}",0.017,0.354166666666667,0.048,3.12041116005874,34
"458","{YouthBks,CookBks,Florence} => {ArtBks}",0.015,0.75,0.02,3.11203319502075,30
"1173","{ChildBks,RefBks,GeogBks,Florence} => {ArtBks}",0.012,0.75,0.016,3.11203319502075,24
"503","{ChildBks,CookBks,Florence} => {ArtBks}",0.025,0.746268656716418,0.0335,3.09655044280671,50
"660","{ChildBks,CookBks,GeogBks} => {ItalCook}",0.0525,0.351170568561873,0.1495,3.0940138199284,105
"418","{ChildBks,RefBks,Florence} => {ArtBks}",0.016,0.744186046511628,0.0215,3.08790890668725,32
"414","{RefBks,GeogBks,Florence} => {ArtBks}",0.0145,0.743589743589744,0.0195,3.08543462070433,29
"499","{CookBks,GeogBks,Florence} => {ArtBks}",0.023,0.741935483870968,0.031,3.07857047249364,46
"1693","{ChildBks,YouthBks,CookBks,DoItYBks,ArtBks} => {ItalCook}",0.0155,0.348314606741573,0.0445,3.06885116071871,31
"640","{CookBks,ArtBks,GeogBks} => {ItalCook}",0.036,0.347826086956522,0.1035,3.06454702164336,72
"1380","{ChildBks,CookBks,DoItYBks,ArtBks} => {ItalCook}",0.0285,0.347560975609756,0.082,3.06221123885248,57
"1229","{ChildBks,CookBks,GeogBks,Florence} => {ArtBks}",0.018,0.73469387755102,0.0245,3.04852231348971,36
"395","{ChildBks,GeogBks,Florence} => {ItalCook}",0.0105,0.344262295081967,0.0305,3.03314797429046,21
"1315","{ChildBks,CookBks,RefBks,GeogBks} => {ItalCook}",0.027,0.343949044585987,0.0785,3.03038805802632,54
"381","{ArtBks,ItalCook,Florence} => {GeogBks}",0.01,0.833333333333333,0.012,3.01932367149758,20
"1157","{CookBks,ArtBks,ItalCook,Florence} => {GeogBks}",0.01,0.833333333333333,0.012,3.01932367149758,20
"540","{YouthBks,CookBks,RefBks} => {ItalCook}",0.0265,0.341935483870968,0.0775,3.0126474349865,53
"580","{ChildBks,CookBks,RefBks} => {ItalCook}",0.0415,0.338775510204082,0.1225,2.98480625730468,83
"1290","{CookBks,RefBks,ArtBks,GeogBks} => {ItalCook}",0.0155,0.33695652173913,0.046,2.96877992721701,31
"386","{ChildBks,ItalCook,Florence} => {ArtBks}",0.01,0.714285714285714,0.014,2.963841138115,20
"1163","{ChildBks,CookBks,ItalCook,Florence} => {ArtBks}",0.01,0.714285714285714,0.014,2.963841138115,20
"556","{CookBks,RefBks,ArtBks} => {ItalCook}",0.0235,0.335714285714286,0.07,2.95783511642542,47
"372","{CookBks,DoItYBks,GeogBks} => {ItalArt}",0.0155,0.142857142857143,0.1085,2.94550810014728,31
"383","{ArtBks,GeogBks,Florence} => {ItalCook}",0.01,0.333333333333333,0.03,2.93685756240822,20
"328","{YouthBks,CookBks,DoItYBks} => {ItalArt}",0.0135,0.142105263157895,0.095,2.93000542593597,27
"1375","{CookBks,DoItYBks,ArtBks,GeogBks} => {ItalCook}",0.0215,0.330769230769231,0.065,2.9142663503897,43
"1260","{ChildBks,YouthBks,RefBks,GeogBks} => {ItalCook}",0.017,0.330097087378641,0.0515,2.90834438219067,34
"1178","{CookBks,RefBks,GeogBks,Florence} => {ArtBks}",0.0105,0.7,0.015,2.9045643153527,21
"1208","{ChildBks,YouthBks,CookBks,Florence} => {GeogBks}",0.012,0.8,0.015,2.89855072463768,24
"608","{YouthBks,CookBks,DoItYBks} => {ItalCook}",0.031,0.326315789473684,0.095,2.875028982147,62
"576","{CookBks,RefBks,GeogBks} => {ItalCook}",0.029,0.325842696629214,0.089,2.87086076325298,58
"584","{YouthBks,DoItYBks,ArtBks} => {ItalCook}",0.0195,0.325,0.06,2.86343612334802,39
"1669","{ChildBks,CookBks,DoItYBks,RefBks,ArtBks} => {ItalCook}",0.012,0.324324324324324,0.037,2.85748303369449,24
"1687","{YouthBks,CookBks,DoItYBks,ArtBks,GeogBks} => {ItalCook}",0.012,0.324324324324324,0.037,2.85748303369449,24
"390","{CookBks,ItalCook,Florence} => {ArtBks}",0.012,0.685714285714286,0.0175,2.8452874925904,24
"376","{ChildBks,CookBks,DoItYBks} => {ItalArt}",0.02,0.136986301369863,0.146,2.82445982205903,40
"1177","{CookBks,RefBks,ArtBks,Florence} => {GeogBks}",0.0105,0.777777777777778,0.0135,2.81803542673108,21
"1183","{ChildBks,CookBks,RefBks,Florence} => {ArtBks}",0.0115,0.676470588235294,0.017,2.80693190139126,23
"652","{CookBks,DoItYBks,GeogBks} => {ItalCook}",0.0345,0.317972350230415,0.1085,2.80151850423273,69
"1240","{ChildBks,YouthBks,RefBks,ArtBks} => {ItalCook}",0.0135,0.317647058823529,0.0425,2.79865250064784,27
"592","{ChildBks,YouthBks,ArtBks} => {ItalCook}",0.0255,0.316770186335404,0.0805,2.79092675185378,51
"1355","{YouthBks,CookBks,DoItYBks,GeogBks} => {ItalCook}",0.019,0.316666666666667,0.06,2.79001468428781,38
"1197","{YouthBks,CookBks,ArtBks,Florence} => {GeogBks}",0.0115,0.766666666666667,0.015,2.77777777777778,23
"656","{ChildBks,CookBks,DoItYBks} => {ItalCook}",0.046,0.315068493150685,0.146,2.77593386035846,92
"470","{ChildBks,YouthBks,Florence} => {GeogBks}",0.013,0.764705882352941,0.017,2.77067348678602,26
"1188","{ChildBks,CookBks,RefBks,Florence} => {GeogBks}",0.013,0.764705882352941,0.017,2.77067348678602,26
"336","{YouthBks,CookBks,GeogBks} => {ItalArt}",0.013,0.134020618556701,0.097,2.76331172281858,26
"422","{CookBks,RefBks,Florence} => {ArtBks}",0.0135,0.658536585365854,0.0205,2.73251695172553,27
"1335","{ChildBks,YouthBks,ArtBks,GeogBks} => {ItalCook}",0.017,0.309090909090909,0.055,2.72326792150581,34
"394","{ChildBks,ItalCook,Florence} => {GeogBks}",0.0105,0.75,0.014,2.71739130434783,21
"1168","{ChildBks,CookBks,ItalCook,Florence} => {GeogBks}",0.0105,0.75,0.014,2.71739130434783,21
"1172","{ChildBks,RefBks,ArtBks,Florence} => {GeogBks}",0.012,0.75,0.016,2.71739130434783,24
"1711","{ChildBks,CookBks,DoItYBks,ArtBks,GeogBks} => {ItalCook}",0.0165,0.308411214953271,0.0535,2.71727942690107,33
"588","{YouthBks,ArtBks,GeogBks} => {ItalCook}",0.02,0.307692307692308,0.065,2.71094544222298,40
"434","{ChildBks,RefBks,Florence} => {GeogBks}",0.016,0.744186046511628,0.0215,2.69632625547691,32
"1280","{CookBks,DoItYBks,RefBks,ArtBks} => {ItalCook}",0.013,0.305882352941176,0.0425,2.69499870432755,26
"398","{CookBks,ItalCook,Florence} => {GeogBks}",0.013,0.742857142857143,0.0175,2.69151138716356,26
"183","{ChildBks,ArtBks,ItalArt} => {Florence}",0.0105,0.291666666666667,0.036,2.68817204301075,21
"1325","{ChildBks,YouthBks,DoItYBks,ArtBks} => {ItalCook}",0.0155,0.303921568627451,0.051,2.6777230716075,31
"1320","{YouthBks,DoItYBks,ArtBks,GeogBks} => {ItalCook}",0.012,0.30379746835443,0.0395,2.67662967713155,24
"1390","{ChildBks,CookBks,DoItYBks,GeogBks} => {ItalCook}",0.027,0.303370786516854,0.089,2.67287036578726,54
"172","{ChildBks,CookBks,ArtBks} => {ItalAtlas}",0.0125,0.0988142292490119,0.1265,2.67065484456789,25
"612","{ChildBks,YouthBks,GeogBks} => {ItalCook}",0.03,0.303030303030303,0.099,2.6698705112802,60
"271","{ChildBks,YouthBks,ItalArt} => {RefBks}",0.01,0.571428571428571,0.0175,2.66400266400266,20
"1074","{ChildBks,YouthBks,ArtBks,ItalArt} => {RefBks}",0.01,0.571428571428571,0.0175,2.66400266400266,20
"1310","{ChildBks,CookBks,DoItYBks,RefBks} => {ItalCook}",0.0225,0.302013422818792,0.0745,2.66091121426248,45
"438","{CookBks,RefBks,Florence} => {GeogBks}",0.015,0.731707317073171,0.0205,2.65111346765642,30
"519","{ChildBks,CookBks,Florence} => {GeogBks}",0.0245,0.73134328358209,0.0335,2.64979450573221,49
"168","{ChildBks,ArtBks,GeogBks} => {ItalAtlas}",0.01,0.0980392156862745,0.102,2.64970853206147,20
"498","{CookBks,ArtBks,Florence} => {GeogBks}",0.023,0.73015873015873,0.0315,2.64550264550265,46
"628","{ChildBks,DoItYBks,ArtBks} => {ItalCook}",0.0285,0.3,0.095,2.6431718061674,57
"1259","{ChildBks,YouthBks,GeogBks,ItalCook} => {RefBks}",0.017,0.566666666666667,0.03,2.64180264180264,34
"1662","{ChildBks,YouthBks,CookBks,GeogBks,ItalCook} => {RefBks}",0.017,0.566666666666667,0.03,2.64180264180264,34
"1360","{ChildBks,YouthBks,CookBks,DoItYBks} => {ItalCook}",0.0245,0.298780487804878,0.082,2.63242720532932,49
"296","{ChildBks,RefBks,GeogBks} => {ItalArt}",0.012,0.127659574468085,0.094,2.63215617459969,24
"387","{ChildBks,ArtBks,Florence} => {ItalCook}",0.01,0.298507462686567,0.0335,2.63002169767901,20
"532","{YouthBks,RefBks,GeogBks} => {ItalCook}",0.017,0.298245614035088,0.057,2.62771466110209,34
"413","{RefBks,ArtBks,Florence} => {GeogBks}",0.0145,0.725,0.02,2.6268115942029,29
"474","{YouthBks,CookBks,Florence} => {GeogBks}",0.0145,0.725,0.02,2.6268115942029,29
"1100","{ChildBks,CookBks,RefBks,GeogBks} => {ItalArt}",0.01,0.127388535031847,0.0785,2.6265677326154,20
"1323","{ChildBks,YouthBks,DoItYBks,ItalCook} => {ArtBks}",0.0155,0.63265306122449,0.0245,2.62511643661614,31
"1691","{ChildBks,YouthBks,CookBks,DoItYBks,ItalCook} => {ArtBks}",0.0155,0.63265306122449,0.0245,2.62511643661614,31
"1318","{YouthBks,DoItYBks,GeogBks,ItalCook} => {ArtBks}",0.012,0.631578947368421,0.019,2.62065953264905,24
"1685","{YouthBks,CookBks,DoItYBks,GeogBks,ItalCook} => {ArtBks}",0.012,0.631578947368421,0.019,2.62065953264905,24
"380","{ChildBks,CookBks,GeogBks} => {ItalArt}",0.019,0.127090301003344,0.1495,2.62041857738855,38
"582","{YouthBks,DoItYBks,ItalCook} => {ArtBks}",0.0195,0.629032258064516,0.031,2.61009235711417,39
"1328","{YouthBks,CookBks,DoItYBks,ItalCook} => {ArtBks}",0.0195,0.629032258064516,0.031,2.61009235711417,39
"1228","{ChildBks,CookBks,ArtBks,Florence} => {GeogBks}",0.018,0.72,0.025,2.60869565217391,36
"568","{CookBks,DoItYBks,RefBks} => {ItalCook}",0.025,0.29585798816568,0.0845,2.60667830982978,50
"1657","{ChildBks,YouthBks,CookBks,DoItYBks,RefBks} => {ItalCook}",0.013,0.295454545454545,0.044,2.6031237484982,26
"684","{ChildBks,YouthBks,DoItYBks} => {RefBks}",0.053,0.557894736842105,0.095,2.60090786406576,106
"536","{ChildBks,YouthBks,RefBks} => {ItalCook}",0.0245,0.295180722891566,0.083,2.60071121490367,49
"624","{DoItYBks,ArtBks,GeogBks} => {ItalCook}",0.0215,0.294520547945205,0.073,2.59489469555247,43
"636","{ChildBks,ArtBks,GeogBks} => {ItalCook}",0.03,0.294117647058824,0.102,2.59134490800726,60
"631","{CookBks,DoItYBks,ItalCook} => {ArtBks}",0.0365,0.623931623931624,0.0585,2.58892790013122,73
"1192","{ChildBks,YouthBks,ArtBks,Florence} => {GeogBks}",0.01,0.714285714285714,0.014,2.5879917184265,20
"623","{DoItYBks,GeogBks,ItalCook} => {ArtBks}",0.0215,0.623188405797101,0.0345,2.58584400745685,43
"1374","{CookBks,DoItYBks,GeogBks,ItalCook} => {ArtBks}",0.0215,0.623188405797101,0.0345,2.58584400745685,43
"1285","{ChildBks,RefBks,ArtBks,GeogBks} => {ItalCook}",0.0145,0.292929292929293,0.0495,2.58087482757086,29
"627","{ChildBks,DoItYBks,ItalCook} => {ArtBks}",0.0285,0.619565217391304,0.046,2.57081003066931,57
"1379","{ChildBks,CookBks,DoItYBks,ItalCook} => {ArtBks}",0.0285,0.619565217391304,0.046,2.57081003066931,57
"384","{ArtBks,GeogBks,ItalCook} => {Florence}",0.01,0.277777777777778,0.036,2.56016385048643,20
"1160","{CookBks,ArtBks,GeogBks,ItalCook} => {Florence}",0.01,0.277777777777778,0.036,2.56016385048643,20
"1474","{YouthBks,CookBks,DoItYBks,GeogBks} => {ArtBks}",0.037,0.616666666666667,0.06,2.55878284923928,74
"1472","{YouthBks,CookBks,DoItYBks,ArtBks} => {GeogBks}",0.037,0.704761904761905,0.0525,2.55348516218081,74
"552","{ChildBks,RefBks,ArtBks} => {ItalCook}",0.022,0.289473684210526,0.076,2.55042893577556,44
"300","{CookBks,RefBks,GeogBks} => {ItalArt}",0.011,0.123595505617978,0.089,2.54836094057686,22
"1155","{ChildBks,CookBks,DoItYBks,GeogBks} => {ItalArt}",0.011,0.123595505617978,0.089,2.54836094057686,22
"1681","{ChildBks,CookBks,DoItYBks,RefBks,GeogBks} => {ItalCook}",0.013,0.288888888888889,0.045,2.54527655408713,26
"1258","{ChildBks,RefBks,GeogBks,ItalCook} => {YouthBks}",0.017,0.62962962962963,0.027,2.54395809951366,34
"1661","{ChildBks,CookBks,RefBks,GeogBks,ItalCook} => {YouthBks}",0.017,0.62962962962963,0.027,2.54395809951366,34
"1255","{YouthBks,CookBks,DoItYBks,RefBks} => {ItalCook}",0.014,0.288659793814433,0.0485,2.54325809528135,28
"1369","{ChildBks,DoItYBks,GeogBks,ItalCook} => {ArtBks}",0.0165,0.611111111111111,0.027,2.53573075149839,33
"1710","{ChildBks,CookBks,DoItYBks,GeogBks,ItalCook} => {ArtBks}",0.0165,0.611111111111111,0.027,2.53573075149839,33
"572","{ChildBks,RefBks,GeogBks} => {ItalCook}",0.027,0.287234042553192,0.094,2.53069641016028,54
"21","{RefBks,ItalAtlas,ItalArt} => {GeogBks}",0.0115,0.696969696969697,0.0165,2.52525252525253,23
"33","{ArtBks,ItalAtlas,ItalArt} => {GeogBks}",0.0115,0.696969696969697,0.0165,2.52525252525253,23
"831","{RefBks,ArtBks,ItalAtlas,ItalArt} => {GeogBks}",0.0115,0.696969696969697,0.0165,2.52525252525253,23
"304","{ChildBks,CookBks,RefBks} => {ItalArt}",0.015,0.122448979591837,0.1225,2.52472122869766,30
"1750","{ChildBks,YouthBks,CookBks,DoItYBks,ArtBks} => {GeogBks}",0.031,0.696629213483146,0.0445,2.52401888943169,62
"1752","{ChildBks,YouthBks,CookBks,DoItYBks,GeogBks} => {ArtBks}",0.031,0.607843137254902,0.051,2.52217069400374,62
"973","{ChildBks,GeogBks,ItalCook,ItalArt} => {RefBks}",0.01,0.540540540540541,0.0185,2.52000252000252,20
"1559","{ChildBks,ArtBks,GeogBks,ItalCook,ItalArt} => {RefBks}",0.01,0.540540540540541,0.0185,2.52000252000252,20
"1577","{ChildBks,CookBks,GeogBks,ItalCook,ItalArt} => {RefBks}",0.01,0.540540540540541,0.0185,2.52000252000252,20
"1765","{ChildBks,CookBks,ArtBks,GeogBks,ItalCook,ItalArt} => {RefBks}",0.01,0.540540540540541,0.0185,2.52000252000252,20
"524","{YouthBks,RefBks,ArtBks} => {ItalCook}",0.014,0.285714285714286,0.049,2.51730648206419,28
"1483","{ChildBks,YouthBks,CookBks,ArtBks} => {GeogBks}",0.0465,0.694029850746269,0.067,2.51460090850097,93
"1257","{ChildBks,YouthBks,RefBks,ItalCook} => {GeogBks}",0.017,0.693877551020408,0.0245,2.51404909790003,34
"1660","{ChildBks,YouthBks,CookBks,RefBks,ItalCook} => {GeogBks}",0.017,0.693877551020408,0.0245,2.51404909790003,34
"1705","{ChildBks,YouthBks,CookBks,DoItYBks,GeogBks} => {ItalCook}",0.0145,0.284313725490196,0.051,2.50496674440701,29
"758","{YouthBks,CookBks,ArtBks} => {GeogBks}",0.056,0.691358024691358,0.081,2.50492037931651,112
"1777","{ChildBks,YouthBks,CookBks,DoItYBks,RefBks,ArtBks} => {GeogBks}",0.0145,0.69047619047619,0.021,2.50172532781228,29
"1435","{ChildBks,YouthBks,CookBks,DoItYBks} => {RefBks}",0.044,0.536585365853659,0.082,2.50156347717323,88
"46","{ChildBks,ItalAtlas,ItalArt} => {GeogBks}",0.01,0.689655172413793,0.0145,2.49875062468766,20
"847","{ChildBks,RefBks,ItalAtlas,ItalArt} => {GeogBks}",0.01,0.689655172413793,0.0145,2.49875062468766,20
"857","{ChildBks,ArtBks,ItalAtlas,ItalArt} => {GeogBks}",0.01,0.689655172413793,0.0145,2.49875062468766,20
"972","{ChildBks,RefBks,ItalCook,ItalArt} => {GeogBks}",0.01,0.689655172413793,0.0145,2.49875062468766,20
"1521","{ChildBks,RefBks,ArtBks,ItalAtlas,ItalArt} => {GeogBks}",0.01,0.689655172413793,0.0145,2.49875062468766,20
"1557","{ChildBks,RefBks,ArtBks,ItalCook,ItalArt} => {GeogBks}",0.01,0.689655172413793,0.0145,2.49875062468766,20
"1576","{ChildBks,CookBks,RefBks,ItalCook,ItalArt} => {GeogBks}",0.01,0.689655172413793,0.0145,2.49875062468766,20
"1763","{ChildBks,CookBks,RefBks,ArtBks,ItalCook,ItalArt} => {GeogBks}",0.01,0.689655172413793,0.0145,2.49875062468766,20
"1495","{ChildBks,CookBks,DoItYBks,GeogBks} => {ArtBks}",0.0535,0.601123595505618,0.089,2.49428877803161,107
"193","{RefBks,ItalCook,ItalArt} => {GeogBks}",0.011,0.6875,0.016,2.49094202898551,22
"956","{RefBks,ArtBks,ItalCook,ItalArt} => {GeogBks}",0.011,0.6875,0.016,2.49094202898551,22
"977","{CookBks,RefBks,ItalCook,ItalArt} => {GeogBks}",0.011,0.6875,0.016,2.49094202898551,22
"1563","{CookBks,RefBks,ArtBks,ItalCook,ItalArt} => {GeogBks}",0.011,0.6875,0.016,2.49094202898551,22
"494","{ChildBks,ArtBks,Florence} => {GeogBks}",0.023,0.686567164179104,0.0335,2.48756218905473,46
"788","{CookBks,DoItYBks,GeogBks} => {ArtBks}",0.065,0.599078341013825,0.1085,2.48580224487064,130
"272","{ChildBks,YouthBks,RefBks} => {ItalArt}",0.01,0.120481927710843,0.083,2.48416345795553,20
"1130","{ChildBks,YouthBks,CookBks,GeogBks} => {ItalArt}",0.01,0.120481927710843,0.083,2.48416345795553,20
"535","{ChildBks,YouthBks,ItalCook} => {RefBks}",0.0245,0.532608695652174,0.046,2.48302422215466,49
"1269","{ChildBks,YouthBks,CookBks,ItalCook} => {RefBks}",0.0245,0.532608695652174,0.046,2.48302422215466,49
"1238","{ChildBks,RefBks,ArtBks,ItalCook} => {YouthBks}",0.0135,0.613636363636364,0.022,2.47933884297521,27
"1649","{ChildBks,CookBks,RefBks,ArtBks,ItalCook} => {YouthBks}",0.0135,0.613636363636364,0.022,2.47933884297521,27
"449","{YouthBks,ArtBks,Florence} => {GeogBks}",0.013,0.684210526315789,0.019,2.4790236460717,26
"754","{ChildBks,YouthBks,ArtBks} => {GeogBks}",0.055,0.683229813664596,0.0805,2.47547033936448,110
"1425","{ChildBks,YouthBks,DoItYBks,GeogBks} => {RefBks}",0.03,0.530973451327434,0.0565,2.4754007054892,60
"1189","{ChildBks,CookBks,GeogBks,Florence} => {RefBks}",0.013,0.530612244897959,0.0245,2.47371675943105,26
"1249","{ChildBks,YouthBks,DoItYBks,ItalCook} => {RefBks}",0.013,0.530612244897959,0.0245,2.47371675943105,26
"1656","{ChildBks,YouthBks,CookBks,DoItYBks,ItalCook} => {RefBks}",0.013,0.530612244897959,0.0245,2.47371675943105,26
"1440","{ChildBks,YouthBks,CookBks,GeogBks} => {RefBks}",0.044,0.530120481927711,0.083,2.47142415817115,88
"1239","{ChildBks,YouthBks,ArtBks,ItalCook} => {RefBks}",0.0135,0.529411764705882,0.0255,2.46812011517894,27
"1650","{ChildBks,YouthBks,CookBks,ArtBks,ItalCook} => {RefBks}",0.0135,0.529411764705882,0.0255,2.46812011517894,27
"1741","{ChildBks,YouthBks,CookBks,DoItYBks,GeogBks} => {RefBks}",0.027,0.529411764705882,0.051,2.46812011517894,54
"600","{YouthBks,DoItYBks,GeogBks} => {ItalCook}",0.019,0.279411764705882,0.068,2.46177766260689,38
"672","{ChildBks,YouthBks,ArtBks} => {RefBks}",0.0425,0.527950310559006,0.0805,2.4613068091329,85
"1469","{ChildBks,YouthBks,DoItYBks,GeogBks} => {ArtBks}",0.0335,0.592920353982301,0.0565,2.46025043146183,67
"700","{ChildBks,YouthBks,CookBks} => {RefBks}",0.068,0.527131782945736,0.129,2.45749082958385,136
"326","{YouthBks,CookBks,ItalArt} => {DoItYBks}",0.0135,0.692307692307692,0.0195,2.45499181669394,27
"1107","{YouthBks,CookBks,ArtBks,ItalArt} => {DoItYBks}",0.0135,0.692307692307692,0.0195,2.45499181669394,27
"1099","{ChildBks,CookBks,GeogBks,ItalArt} => {RefBks}",0.01,0.526315789473684,0.019,2.45368666421298,20
"1632","{ChildBks,CookBks,ArtBks,GeogBks,ItalArt} => {RefBks}",0.01,0.526315789473684,0.019,2.45368666421298,20
"740","{ChildBks,CookBks,GeogBks} => {RefBks}",0.0785,0.525083612040134,0.1495,2.44794224727335,157
"102","{ChildBks,ItalCook,ItalAtlas} => {GeogBks}",0.0135,0.675,0.02,2.44565217391304,27
"277","{RefBks,ArtBks,ItalArt} => {GeogBks}",0.0135,0.675,0.02,2.44565217391304,27
"897","{ChildBks,RefBks,ItalCook,ItalAtlas} => {GeogBks}",0.0135,0.675,0.02,2.44565217391304,27
"928","{ChildBks,CookBks,ItalCook,ItalAtlas} => {GeogBks}",0.0135,0.675,0.02,2.44565217391304,27
"1552","{ChildBks,CookBks,RefBks,ItalCook,ItalAtlas} => {GeogBks}",0.0135,0.675,0.02,2.44565217391304,27
"435","{ChildBks,GeogBks,Florence} => {RefBks}",0.016,0.524590163934426,0.0305,2.44564178990409,32
"1370","{ChildBks,DoItYBks,ArtBks,GeogBks} => {ItalCook}",0.0165,0.277310924369748,0.0595,2.44326805612113,33
"1780","{ChildBks,CookBks,DoItYBks,RefBks,ArtBks,GeogBks} => {YouthBks}",0.0145,0.604166666666667,0.024,2.44107744107744,29
"180","{ChildBks,CookBks,GeogBks} => {ItalAtlas}",0.0135,0.0903010033444816,0.1495,2.44056765795896,27
"1719","{YouthBks,CookBks,DoItYBks,RefBks,ArtBks} => {GeogBks}",0.0165,0.673469387755102,0.0245,2.44010647737356,33
"295","{ChildBks,GeogBks,ItalArt} => {RefBks}",0.012,0.521739130434783,0.023,2.43235025843722,24
"1084","{ChildBks,ArtBks,GeogBks,ItalArt} => {RefBks}",0.012,0.521739130434783,0.023,2.43235025843722,24
"1174","{ChildBks,ArtBks,GeogBks,Florence} => {RefBks}",0.012,0.521739130434783,0.023,2.43235025843722,24
"209","{YouthBks,ItalCook,ItalArt} => {DoItYBks}",0.013,0.684210526315789,0.019,2.42627846211273,26
"986","{YouthBks,ArtBks,ItalCook,ItalArt} => {DoItYBks}",0.013,0.684210526315789,0.019,2.42627846211273,26
"1007","{YouthBks,CookBks,ItalCook,ItalArt} => {DoItYBks}",0.013,0.684210526315789,0.019,2.42627846211273,26
"1581","{YouthBks,CookBks,ArtBks,ItalCook,ItalArt} => {DoItYBks}",0.013,0.684210526315789,0.019,2.42627846211273,26
"692","{ChildBks,YouthBks,GeogBks} => {RefBks}",0.0515,0.52020202020202,0.099,2.42518424336606,103
"1722","{CookBks,DoItYBks,RefBks,ArtBks,GeogBks} => {YouthBks}",0.0165,0.6,0.0275,2.42424242424242,33
"1740","{ChildBks,CookBks,DoItYBks,RefBks,GeogBks} => {YouthBks}",0.027,0.6,0.045,2.42424242424242,54
"1400","{ChildBks,YouthBks,DoItYBks,ArtBks} => {RefBks}",0.0265,0.519607843137255,0.051,2.42241418712007,53
"548","{RefBks,ArtBks,GeogBks} => {ItalCook}",0.0155,0.274336283185841,0.0565,2.4170597637519,31
"294","{ChildBks,RefBks,ItalArt} => {GeogBks}",0.012,0.666666666666667,0.018,2.41545893719807,24
